Genotype ID	B11	Na23	Mg25	Al27	P31	S34	K39	Ca43	Mn55	Fe57	Co59	Ni60	Cu65	Zn66	As75	Se82	Rb85	Sr88	Mo98	Cd111
BESC-100	0.61	1.73	35.49	1.37	19.73	19.77	87.97	208.02	6.09	1.8	1.12	0.8	0.99	26.93	-3.07	-0.24	2.0	9.75	-1.26	-0.33
BESC-101	0.61	1.84	39.11	1.38	18.91	19.33	73.67	235.62	4.69	1.74	1.85	1.2	0.95	21.24	-2.85	-0.32	2.22	11.49	-1.07	-0.63
BESC-104	0.61	1.86	30.55	1.37	18.44	18.35	80.46	210.13	4.51	1.69	1.18	1.05	1.02	18.29	-5.17	-0.5	1.71	10.1	-1.59	-0.68
BESC-105	0.61	1.77	37.0	1.46	19.2	19.01	82.21	247.55	5.71	1.74	2.31	1.15	1.04	24.56	-5.22	-0.39	2.15	13.73	-1.35	-0.4
BESC-107	0.61	1.79	35.17	1.4	18.67	18.73	75.28	220.08	4.73	1.71	2.0	1.11	1.05	14.99	-5.08	-0.52	2.53	10.02	-1.43	-0.52
BESC-108	0.61	1.79	34.59	1.68	18.81	18.78	75.84	172.41	5.48	1.79	1.77	0.74	0.94	19.84	-3.85	-0.97	2.44	7.63	-1.17	-0.7
BESC-109	0.61	1.72	35.39	1.5	18.49	17.97	66.17	197.52	3.74	1.74	0.42	1.36	1.03	21.26	-3.25	-0.53	1.69	9.99	-1.86	-0.99
BESC-112	0.61	1.84	34.18	1.42	18.98	18.88	78.61	212.93	4.99	1.73	2.52	1.46	1.02	21.62	-3.54	-0.35	2.17	10.34	-1.43	-0.46
BESC-113	0.61	1.89	42.37	1.55	22.39	21.44	80.23	300.21	6.28	1.79	3.84	1.85	1.24	27.53	-3.61	-0.29	1.69	14.71	-0.99	0.48
BESC-115	0.61	1.8	34.31	1.56	19.16	19.57	79.9	228.53	5.26	1.75	2.28	1.55	1.08	29.03	-5.54	-0.64	2.26	11.61	-1.74	-0.05
BESC-117	0.61	1.79	33.87	1.66	19.09	19.28	84.83	227.77	6.15	1.8	2.15	1.42	1.08	26.07	-6.04	-0.55	2.31	12.82	-1.43	-0.09
BESC-118	0.61	1.84	34.73	1.64	19.12	18.58	82.15	260.2	5.28	1.74	1.32	1.73	1.04	29.47	-5.54	-0.61	2.22	13.29	-1.54	0.24
BESC-120	0.61	1.86	32.46	1.57	18.89	18.93	73.16	215.24	5.45	1.69	1.8	1.12	0.99	21.96	-5.9	-0.59	1.95	9.54	-1.46	0.02
BESC-123	0.61	1.86	33.54	1.25	18.84	18.26	71.86	241.09	4.23	1.77	0.4	0.63	1.02	20.18	-3.82	-0.66	2.53	11.74	-1.26	-0.95
BESC-124	0.61	1.75	35.04	1.33	18.81	18.93	78.14	222.27	4.79	1.81	1.48	1.31	1.0	21.47	-3.34	-0.29	1.92	11.27	-1.54	-0.4
BESC-129	0.61	1.86	34.05	1.41	19.67	19.25	90.37	211.23	4.78	1.68	2.65	1.23	1.08	27.31	-5.13	-0.24	2.24	10.39	-1.43	-0.18
BESC-13	0.61	1.93	32.54	1.3	19.07	19.02	86.61	209.17	4.84	1.71	1.64	1.19	1.01	20.72	-4.66	-0.44	2.03	10.39	-1.8	-0.41
BESC-130	0.61	1.79	31.92	1.64	19.53	18.89	72.62	218.8	5.91	1.7	2.41	1.54	1.06	27.18	-5.48	-0.27	2.09	11.28	-0.99	-0.34
BESC-133	0.61	1.76	31.56	1.5	18.08	18.01	88.05	194.29	5.25	1.69	1.82	1.09	0.89	19.52	-5.48	-0.59	1.93	8.97	-1.39	-0.49
BESC-134	0.61	1.87	35.77	1.67	19.46	19.13	88.15	252.84	6.22	1.73	3.18	1.81	1.02	28.36	-5.03	-0.43	2.91	13.37	-1.43	0.18
BESC-135	0.61	1.87	35.14	1.52	19.64	18.88	79.83	248.59	5.67	1.73	2.52	1.23	0.98	29.78	-4.66	-0.27	1.7	13.58	-1.5	0.2
BESC-138	0.61	1.87	32.86	1.43	19.34	18.6	81.85	216.46	6.3	1.7	1.91	1.01	1.06	24.24	-5.43	-0.68	2.21	10.58	-1.39	0.08
BESC-14	0.61	1.95	32.73	1.66	19.57	19.15	73.7	215.27	5.25	1.75	2.24	1.47	1.0	27.41	-4.44	-0.22	1.26	9.67	-0.97	-0.53
BESC-140	0.61	1.85	35.32	1.82	19.04	18.91	70.36	238.54	6.2	1.76	2.08	0.59	1.24	25.02	-5.48	-0.77	1.76	11.52	-1.17	0.19
BESC-141	0.61	1.84	33.59	1.62	18.64	18.86	81.21	189.63	5.99	1.77	1.97	0.42	1.02	21.09	-4.78	-0.36	1.36	9.61	-0.79	-0.43
BESC-146	0.61	1.95	28.71	1.87	18.95	18.12	83.02	142.06	5.25	1.81	0.54	1.53	1.13	14.98	-2.68	-0.64	1.89	5.6	-1.5	-1.09
BESC-147	0.61	1.7	33.89	1.73	19.6	19.23	82.55	230.74	5.49	1.71	1.99	1.12	1.03	23.64	-4.82	-0.27	1.99	12.48	-0.87	-0.07
BESC-15	0.61	1.9	38.72	1.54	20.34	20.61	74.36	203.79	5.69	1.75	1.85	1.3	1.06	23.96	-4.15	0.27	1.7	9.69	-0.84	-0.61
BESC-152	0.61	1.76	33.51	1.58	18.96	18.94	74.62	223.24	5.67	1.71	1.31	1.41	1.0	20.31	-6.11	-0.55	1.77	11.15	-1.17	-0.1
BESC-154	0.61	1.78	36.6	1.63	19.41	19.71	89.98	252.12	5.64	1.76	1.29	1.07	1.03	21.21	-5.43	-0.59	1.84	12.42	-1.29	0.06
BESC-155	0.61	1.77	33.88	1.54	19.45	19.31	75.06	205.87	5.85	1.72	1.7	0.53	1.03	24.29	-5.32	-0.44	1.6	9.58	-0.39	-0.32
BESC-156	0.61	1.8	32.37	1.2	18.8	18.6	71.22	197.24	5.05	1.69	0.83	0.64	0.92	25.74	-5.77	-0.8	1.38	8.84	-1.26	-0.19
BESC-161	0.61	1.7	33.67	1.62	18.61	18.6	84.12	214.3	5.9	1.72	1.05	0.77	0.98	25.01	-4.07	-0.35	1.44	11.09	-0.91	-0.44
BESC-162	0.61	1.85	33.93	1.65	19.38	19.54	82.54	198.64	5.96	1.7	1.96	0.82	1.02	25.81	-5.22	-0.41	1.77	10.07	-0.81	-0.08
BESC-163	0.61	1.78	30.76	1.54	19.38	19.37	73.22	182.35	5.54	1.7	1.5	0.92	0.99	25.61	-4.82	-0.29	1.83	8.43	-0.63	-0.63
BESC-167	0.61	1.82	34.58	1.41	19.14	19.15	78.9	241.5	4.94	1.71	2.07	0.8	1.06	25.12	-4.41	-0.66	1.37	13.29	-1.09	-0.43
BESC-168	0.61	1.82	30.18	1.48	19.36	18.95	87.19	186.87	5.2	1.77	0.98	1.27	1.07	18.73	-4.09	-0.3	2.24	8.72	-1.23	-0.88
BESC-171	0.61	1.85	33.56	1.26	19.91	19.34	65.37	217.36	6.09	1.74	2.5	0.58	0.87	21.65	-5.84	-0.61	1.19	10.01	-1.35	0.17
BESC-172	0.61	1.78	34.95	1.52	17.36	18.03	75.92	166.28	5.12	1.79	0.7	1.08	0.93	21.18	-4.34	-0.77	1.2	7.44	-1.12	-0.86
BESC-173	0.61	1.76	31.52	1.42	19.06	18.12	71.1	199.79	5.34	1.72	1.65	0.88	1.04	20.51	-4.99	-0.36	1.61	10.09	-1.69	-0.36
BESC-178	0.61	1.76	27.51	1.69	18.2	17.79	77.76	154.87	4.95	1.69	2.13	1.08	1.0	14.15	-6.83	-0.64	2.17	6.48	-0.87	-1.07
BESC-179	0.61	1.84	35.06	1.48	19.01	19.25	71.1	224.47	5.16	1.73	1.22	1.26	1.01	26.71	-3.9	-0.41	1.89	11.33	-1.23	0.12
BESC-18	0.61	1.76	39.23	1.48	19.18	18.98	62.45	252.9	5.3	1.77	1.6	0.96	0.9	21.83	-5.48	-0.8	1.37	12.79	-1.35	-0.53
BESC-180	0.61	1.74	34.72	1.42	18.01	18.43	75.96	166.94	5.48	1.82	0.8	1.15	1.02	15.9	-2.37	-0.5	1.56	8.13	-0.61	-0.78
BESC-181	0.61	1.86	32.62	1.63	19.07	19.31	77.91	236.22	5.91	1.72	2.15	1.34	1.07	22.94	-6.04	-0.52	2.35	12.41	-0.93	-0.29
BESC-182	0.61	1.87	36.57	1.45	19.24	18.98	80.52	258.07	4.73	1.73	1.46	0.37	0.98	32.43	-4.12	-0.33	1.03	13.96	-1.26	0.1
BESC-184	0.61	1.85	28.02	1.43	19.01	18.6	65.45	158.56	5.03	1.79	0.45	0.73	0.96	19.38	-3.66	-0.75	1.53	6.45	-1.29	-0.99
BESC-185	0.61	1.78	36.46	1.36	18.35	18.98	66.38	246.75	4.98	1.78	0.64	1.69	1.11	22.67	-4.01	-0.94	1.57	13.25	-1.07	0.02
BESC-187	0.61	1.81	38.37	1.67	19.1	19.01	76.83	222.88	4.25	1.74	1.72	0.93	0.93	23.45	-5.03	-0.52	2.3	10.84	-0.77	-0.8
BESC-19	0.61	1.78	32.62	1.64	18.56	17.88	88.82	185.64	5.72	1.77	2.07	1.1	1.05	19.81	-4.41	-0.53	2.55	8.38	-1.32	-0.47
BESC-191	0.61	1.68	30.69	1.67	19.38	19.4	72.52	205.7	6.18	1.72	1.93	1.32	1.06	24.95	-4.82	-0.43	2.62	10.2	-0.66	-0.15
BESC-195	0.61	1.81	35.42	1.57	18.03	18.14	77.67	181.79	4.5	1.73	1.62	0.74	0.95	24.86	-4.55	-0.61	2.24	8.45	-1.04	-0.65
BESC-197	0.61	1.7	33.87	1.54	19.31	19.58	85.01	220.21	6.23	1.79	0.58	1.21	1.01	22.88	-3.06	-0.68	2.53	11.43	-1.14	-0.34
BESC-198	0.61	1.77	32.46	1.72	19.3	19.95	75.6	212.61	6.28	1.76	2.36	1.54	1.05	25.97	-4.21	-0.43	2.48	11.14	-0.55	-0.3
BESC-199	0.61	1.8	36.8	1.78	19.19	19.24	78.6	215.84	4.75	1.74	0.28	1.08	0.95	24.15	-2.63	-0.53	2.14	10.33	-1.2	-0.47
BESC-200	0.61	1.78	33.24	1.62	18.66	19.22	79.06	212.75	5.94	1.77	1.59	1.68	1.12	20.49	-3.95	-0.5	2.27	11.17	-0.99	-0.38
BESC-201	0.61	1.76	33.75	1.72	19.33	18.94	66.22	216.85	5.32	1.75	1.74	1.06	0.91	23.57	-4.18	-0.97	1.97	10.16	-1.02	-0.27
BESC-202	0.61	1.9	37.67	1.35	18.72	18.63	83.81	210.91	4.53	1.77	1.17	1.34	1.05	17.54	-4.15	-0.53	2.27	10.05	-0.58	-0.61
BESC-205	0.61	1.88	33.64	1.63	19.44	19.98	66.85	263.12	6.61	1.76	1.78	0.99	0.94	28.45	-4.31	-0.26	1.66	14.45	-1.23	0.05
BESC-206	0.61	1.88	35.94	1.46	18.84	18.27	72.1	205.69	4.45	1.75	1.17	1.16	1.04	17.5	-4.01	-0.3	2.04	9.94	-0.55	-0.65
BESC-208	0.61	1.82	38.81	1.55	18.85	18.64	65.6	236.81	4.61	1.76	1.23	1.2	0.94	22.95	-4.44	-0.48	1.62	12.71	-1.35	-0.32
BESC-209	0.61	1.85	35.68	1.41	17.64	18.67	80.73	210.23	5.21	1.67	1.45	0.64	1.05	17.85	-4.28	-0.35	1.95	11.05	-0.97	0.0
BESC-211	0.61	1.81	32.39	1.46	18.98	19.56	79.26	192.11	5.18	1.77	0.82	1.41	1.0	25.12	-3.42	-0.39	2.4	9.1	-1.32	-0.65
BESC-213	0.61	1.94	35.28	1.47	19.21	18.29	73.18	145.51	4.57	1.74	1.65	1.85	0.98	17.1	-2.41	-0.3	1.61	5.99	-0.53	-0.84
BESC-216	0.61	1.85	36.07	1.74	19.28	19.09	80.65	262.95	5.57	1.78	1.07	1.07	1.0	25.22	-4.07	-0.41	2.36	13.69	-0.83	0.33
BESC-219	0.61	1.8	38.69	1.44	19.55	19.9	73.9	264.82	5.78	1.73	1.83	0.88	1.03	19.2	-4.58	-0.57	1.79	13.92	-1.2	0.1
BESC-22	0.61	1.93	36.13	1.72	19.71	17.82	71.32	190.27	4.57	1.79	0.96	0.96	1.0	14.69	-3.8	-0.57	2.42	8.79	-1.43	-0.52
BESC-220	0.61	1.86	35.28	1.42	18.99	18.81	70.33	205.92	4.93	1.75	1.13	0.81	0.94	17.99	-3.9	-0.55	1.88	10.44	-0.77	-0.17
BESC-222	0.61	1.84	32.95	1.57	18.79	18.98	77.17	171.07	6.04	1.78	1.91	0.95	1.04	21.26	-4.51	-0.57	2.33	8.18	-0.79	-0.46
BESC-226	0.61	1.84	33.6	1.32	19.1	19.39	83.49	267.53	5.2	1.73	1.45	1.01	1.07	26.93	-3.8	-0.38	2.35	14.01	-1.26	0.26
BESC-228	0.61	1.84	34.99	1.56	19.42	20.04	77.75	212.56	6.63	1.8	1.31	0.97	0.97	28.4	-2.21	-0.43	2.72	11.22	-0.79	-0.23
BESC-230	0.61	1.68	31.96	1.36	19.21	19.2	79.42	187.15	5.26	1.76	1.65	0.95	1.03	18.0	-4.62	-0.55	1.4	8.37	-1.26	-0.49
BESC-231	0.61	1.77	33.87	1.63	19.14	19.55	82.33	220.93	6.06	1.7	2.38	1.28	1.0	24.7	-6.11	-0.27	1.72	11.5	-0.87	-0.04
BESC-232	0.61	1.87	31.1	1.78	19.36	19.46	77.84	236.99	6.08	1.71	2.24	0.35	1.0	21.67	-6.57	-0.64	1.84	12.29	-0.52	-0.29
BESC-233	0.61	1.78	34.98	1.55	19.26	20.01	77.45	216.14	6.25	1.79	1.23	0.79	1.07	22.14	-3.27	-0.43	2.02	10.79	-0.84	-0.33
BESC-234	0.61	1.84	33.07	1.37	18.77	18.93	81.77	222.76	5.1	1.75	0.76	1.11	1.19	22.82	-3.54	-0.53	1.89	11.09	-1.86	0.06
BESC-239	0.61	1.75	43.04	1.47	19.82	20.21	87.33	318.29	5.99	1.77	2.07	0.87	0.99	28.91	-4.31	-0.55	1.84	16.95	-1.07	0.55
BESC-24	0.61	1.81	31.15	1.25	19.2	18.81	80.13	214.06	5.05	1.76	1.63	1.14	1.08	23.45	-5.71	-0.3	1.71	10.5	-1.29	-0.44
BESC-241	0.61	1.74	31.79	1.63	19.22	19.61	82.37	242.37	5.81	1.72	1.98	0.39	0.98	23.61	-5.22	-0.35	1.85	12.99	-1.07	-0.17
BESC-243	0.61	1.77	33.1	1.52	19.3	19.5	71.32	235.96	6.1	1.71	1.33	0.62	1.0	24.21	-6.11	-0.7	1.41	12.87	-0.71	0.27
BESC-246	0.61	1.8	35.46	1.49	18.99	19.33	79.69	240.25	4.83	1.74	0.73	0.98	0.93	23.01	-5.27	-0.26	1.63	12.33	-1.04	-0.5
BESC-247	0.61	1.75	25.19	1.56	17.81	18.38	85.16	138.95	4.86	1.66	1.92	0.89	1.03	12.78	-7.57	-0.5	2.33	5.09	-1.12	-1.15
BESC-248	0.61	1.85	31.04	1.73	18.76	18.83	77.4	203.42	5.7	1.72	1.69	0.31	0.88	18.29	-6.4	-0.7	1.4	10.85	-1.26	-0.01
BESC-249	0.61	1.71	26.7	1.59	18.76	18.87	67.95	188.43	6.29	1.72	1.19	0.7	0.86	24.33	-5.17	-0.44	0.83	8.91	-0.66	-0.22
BESC-25	0.61	1.72	34.17	1.29	18.39	18.91	94.67	226.34	4.82	1.75	1.06	0.92	1.11	19.77	-4.25	-0.2	2.21	12.27	-1.39	-0.88
BESC-251	0.61	1.81	37.75	1.52	20.76	20.65	73.63	250.41	7.13	1.77	1.61	0.9	0.94	25.74	-2.57	-0.07	1.51	13.14	-0.93	0.25
BESC-255	0.61	1.77	30.38	1.45	18.98	18.37	74.04	187.38	5.08	1.74	1.45	1.59	1.07	19.43	-5.6	-0.64	1.82	7.99	-1.26	-0.52
BESC-256	0.61	1.74	35.03	1.35	19.55	18.77	73.46	202.88	5.0	1.74	1.89	0.54	0.96	22.93	-5.08	-0.66	1.26	9.3	-0.99	-0.4
BESC-257	0.61	1.81	29.16	1.53	18.82	18.89	76.8	205.18	5.92	1.69	1.86	0.87	1.02	21.06	-6.83	-0.85	1.73	10.13	-0.55	-0.53
BESC-258	0.61	1.73	35.32	1.72	19.03	18.93	90.26	231.56	6.4	1.77	1.81	1.4	1.06	24.27	-4.78	-0.53	2.58	12.41	-0.91	-0.46
BESC-259	0.61	1.82	35.64	1.82	19.86	19.91	87.38	226.25	6.18	1.76	2.73	1.4	1.14	25.02	-4.31	-0.2	2.19	11.04	-0.71	0.04
BESC-26	0.61	1.86	36.66	1.61	19.78	19.85	80.11	238.45	6.23	1.71	3.28	1.07	1.11	29.17	-5.65	-0.5	2.01	11.81	-0.77	-0.12
BESC-260	0.61	1.78	32.83	1.3	19.68	19.54	69.36	195.42	5.38	1.8	1.31	1.43	1.04	24.23	-2.89	-0.55	1.99	8.5	-1.26	-0.82
BESC-261	0.61	1.67	33.68	1.62	18.93	18.84	79.83	207.04	4.55	1.8	1.15	1.18	0.99	22.15	-2.99	-0.55	2.2	10.46	-1.17	-0.78
BESC-265	0.61	1.72	35.07	1.66	19.24	18.8	80.8	219.76	6.01	1.74	1.99	1.27	1.07	24.02	-5.27	-0.52	2.04	11.87	-0.91	-0.19
BESC-269	0.61	1.77	31.1	1.72	19.93	19.64	77.97	189.5	6.36	1.74	2.5	1.52	1.04	29.05	-4.37	-0.29	1.77	8.48	-0.42	-0.41
BESC-27	0.61	1.87	35.21	1.63	19.27	19.11	62.4	231.62	6.14	1.73	2.87	1.11	0.95	21.21	-5.54	-0.29	1.81	11.58	-0.58	-0.17
BESC-274	0.61	1.75	37.67	1.39	19.17	19.79	80.72	244.14	5.05	1.75	2.28	1.47	1.08	21.73	-3.98	-0.35	1.65	13.5	-0.77	-0.43
BESC-275	0.61	1.82	34.38	1.69	19.86	19.11	75.62	242.18	5.94	1.71	2.87	0.87	0.96	23.98	-5.27	-0.24	1.88	12.8	-0.89	0.0
BESC-276	0.61	1.81	32.07	1.66	18.39	18.37	87.83	179.2	5.42	1.79	1.63	1.28	1.07	22.49	-3.82	-0.61	2.47	8.68	-0.83	-0.7
BESC-277	0.61	1.84	28.76	1.61	19.15	20.05	79.21	232.87	5.92	1.75	2.18	1.46	1.19	26.17	-4.18	-0.59	2.24	11.99	-0.45	-0.21
BESC-278	0.61	1.76	34.42	1.55	19.3	19.04	73.8	227.42	5.45	1.72	2.02	1.01	1.21	19.22	-5.03	-0.38	1.99	11.46	-1.07	-0.29
BESC-280	0.61	1.81	35.17	1.4	19.33	18.99	64.68	229.15	5.18	1.73	1.58	1.18	1.02	17.04	-4.94	-0.41	1.55	11.8	-0.97	-0.76
BESC-281	0.61	1.76	37.83	1.49	19.01	18.72	75.59	228.2	5.14	1.77	2.12	0.96	0.99	19.04	-3.59	-0.26	2.23	11.88	-0.93	-0.72
BESC-284	0.61	1.76	37.29	1.57	20.19	19.43	68.55	236.79	5.41	1.78	1.69	1.39	0.98	19.15	-3.66	-0.35	2.03	11.52	-1.09	-0.49
BESC-285	0.61	1.72	35.12	1.6	18.65	19.02	72.59	218.79	5.25	1.75	1.9	0.4	0.9	20.2	-5.08	-0.44	2.16	10.86	-0.83	-0.68
BESC-287	0.61	1.78	35.98	1.54	18.73	18.68	78.37	219.26	6.21	1.81	1.21	0.67	0.96	18.75	-3.28	-0.83	2.16	10.99	-0.89	-0.88
BESC-288	0.61	1.71	30.72	1.48	19.11	18.44	73.16	148.25	5.07	1.79	0.72	1.03	1.02	18.24	-3.12	-0.59	1.81	6.28	-1.17	-1.21
BESC-289	0.61	1.82	32.34	1.42	19.54	18.99	74.81	208.07	4.58	1.78	1.2	0.84	1.03	21.33	-4.04	-0.61	1.73	10.13	-1.2	-0.74
BESC-290	0.61	1.91	31.34	1.5	18.6	18.81	79.82	201.22	4.53	1.71	1.46	0.81	1.03	19.91	-5.13	-0.48	1.81	9.97	-0.87	-0.66
BESC-291	0.61	1.93	32.83	1.53	19.99	19.13	61.76	202.9	5.33	1.79	1.47	1.3	0.81	22.15	-3.75	-0.55	1.11	9.19	-1.43	-0.53
BESC-292	0.61	1.88	34.07	1.74	18.15	18.33	71.27	214.7	4.34	1.75	0.76	1.29	1.01	20.72	-4.09	-0.52	1.94	10.56	-1.02	-0.61
BESC-293	0.61	1.85	37.09	1.5	19.24	18.86	84.08	247.97	4.95	1.74	1.52	1.08	0.9	22.09	-3.7	-0.73	2.0	13.01	-1.14	-0.36
BESC-294	0.61	1.76	31.15	1.49	19.15	18.42	77.58	197.43	5.34	1.7	1.66	0.92	0.97	23.99	-5.71	-0.94	1.88	9.1	-0.68	-0.52
BESC-295	0.61	1.77	37.1	1.6	19.38	19.05	83.46	249.31	6.2	1.77	0.78	1.44	0.98	22.59	-4.74	-0.44	2.22	13.72	-0.93	-0.37
BESC-296	0.61	1.79	38.13	1.48	20.73	20.65	80.42	258.37	6.36	1.76	2.52	0.52	0.98	22.38	-4.31	-0.14	2.43	13.16	-1.23	0.42
BESC-297	0.61	1.71	32.8	1.96	19.57	19.3	72.66	251.1	6.56	1.72	1.37	0.97	1.07	26.2	-4.51	-0.46	1.58	12.98	-0.71	0.03
BESC-30	0.61	1.87	32.27	1.44	19.3	18.53	79.8	216.74	4.75	1.76	1.31	1.09	1.03	24.52	-4.44	-0.73	2.02	9.83	-1.5	-0.46
BESC-300	0.61	1.8	28.45	1.57	19.32	19.46	70.07	194.72	5.98	1.7	2.79	0.59	0.98	23.08	-6.04	-0.24	1.13	8.85	-0.99	-0.37
BESC-302	0.61	1.75	36.56	1.71	18.37	18.62	81.84	211.15	4.76	1.73	0.7	0.88	0.95	27.09	-3.25	-0.73	1.91	10.6	-1.14	-0.36
BESC-303	0.61	1.8	32.53	1.62	19.85	18.96	73.8	186.41	5.65	1.77	1.43	0.79	0.94	28.91	-3.73	-0.35	1.68	8.28	-1.26	-0.56
BESC-305	0.61	1.83	33.09	1.49	19.01	18.87	70.38	216.82	5.27	1.74	0.81	1.91	1.1	21.96	-5.32	-0.43	1.49	10.56	-1.54	-0.66
BESC-306	0.61	1.78	35.96	1.56	19.06	18.87	70.52	214.85	6.14	1.79	1.28	1.42	0.93	27.71	-3.11	-0.48	1.57	10.5	-0.83	-0.23
BESC-307	0.61	1.84	38.05	1.47	19.3	18.7	73.15	263.99	4.96	1.75	0.87	0.79	1.1	16.46	-4.74	-0.57	2.26	13.79	-1.02	-0.27
BESC-308	0.61	1.7	36.89	1.59	18.91	19.41	79.71	209.71	6.61	1.8	1.68	1.88	1.06	23.31	-3.82	-0.61	2.06	10.43	-0.84	-0.38
BESC-311	0.61	1.83	33.26	1.73	19.11	18.55	79.59	202.72	5.27	1.71	1.76	1.03	0.87	21.75	-5.77	-0.55	2.14	9.34	-0.95	-0.38
BESC-313	0.61	1.8	35.02	1.51	18.4	18.19	67.12	220.86	5.05	1.69	1.67	0.16	0.89	16.49	-5.9	-0.68	1.4	11.23	-0.81	-0.6
BESC-315	0.61	1.79	30.15	1.44	17.82	17.8	69.19	144.81	4.99	1.79	0.48	0.4	0.94	11.95	-2.22	-0.55	1.1	6.85	-1.54	-1.18
BESC-316	0.61	1.88	31.59	1.48	18.49	17.62	77.32	143.11	4.43	1.74	0.36	0.86	1.15	15.42	-3.23	-0.94	1.68	5.93	-1.26	-1.07
BESC-317	0.61	1.78	31.24	1.49	18.96	18.97	78.07	233.74	5.99	1.73	1.78	1.31	0.99	26.41	-4.66	-0.53	2.65	12.64	-0.97	-0.07
BESC-318	0.61	1.86	29.85	1.34	18.9	18.52	74.23	193.85	4.7	1.7	2.53	1.09	0.9	21.78	-4.37	-0.32	1.81	9.13	-1.35	-0.63
BESC-321	0.61	1.8	33.91	1.48	18.66	18.19	68.76	223.91	4.96	1.76	1.62	0.86	1.1	21.86	-4.94	-0.59	1.64	11.52	-1.07	-0.3
BESC-322	0.61	1.78	35.37	1.39	19.12	18.36	77.41	217.65	4.88	1.73	1.35	0.91	0.99	22.96	-4.31	-0.27	1.73	10.38	-1.43	-0.06
BESC-324	0.61	1.71	33.13	1.55	19.91	19.07	69.08	209.51	5.29	1.77	1.71	1.28	0.96	20.32	-4.74	-0.53	1.46	9.99	-0.81	-0.47
BESC-327	0.61	1.77	38.36	1.72	18.79	18.73	91.46	256.24	5.16	1.73	1.05	1.18	1.08	16.97	-5.03	-0.68	2.67	13.71	-1.04	-0.43
BESC-329	0.61	1.88	33.15	1.69	20.23	19.88	76.13	241.55	6.68	1.73	2.3	0.25	0.93	28.17	-4.66	-0.5	1.62	13.02	-0.38	0.29
BESC-330	0.61	1.78	30.3	1.53	18.35	18.57	77.47	129.14	5.02	1.79	0.48	0.99	0.99	11.65	-3.01	-0.57	2.29	5.25	-1.29	-1.27
BESC-331	0.61	1.82	31.79	1.52	19.17	18.84	76.82	208.92	5.84	1.68	2.16	0.92	0.9	17.73	-5.84	-0.43	2.08	9.36	-1.46	0.21
BESC-332	0.61	1.66	36.04	1.55	18.78	19.24	89.04	215.35	6.55	1.81	1.75	1.07	1.06	23.89	-3.61	-0.3	2.41	10.62	-0.97	-0.41
BESC-333	0.61	1.73	31.66	1.64	19.41	18.59	90.48	185.62	5.71	1.74	1.96	0.92	0.9	24.46	-4.66	-0.52	2.37	8.67	-0.81	-0.46
BESC-335	0.61	1.79	34.12	1.52	19.18	18.52	82.3	180.92	4.97	1.78	1.41	1.18	1.03	20.42	-2.2	-0.68	1.95	7.95	-0.65	-0.36
BESC-337	0.61	1.88	34.31	1.67	19.36	19.38	84.17	222.37	6.23	1.7	2.21	1.21	1.05	27.3	-5.48	-0.38	2.55	11.86	-0.77	0.01
BESC-342	0.61	1.73	36.38	1.64	19.44	19.23	88.32	231.7	5.89	1.75	1.89	1.13	1.0	27.16	-4.44	-0.57	1.99	12.38	-0.75	-0.25
BESC-345	0.61	1.8	35.07	1.74	19.96	19.72	83.74	263.07	6.37	1.73	2.53	1.28	1.07	26.26	-5.27	-0.43	2.26	15.12	-0.87	-0.14
BESC-346	0.61	1.8	31.55	1.67	19.67	19.23	77.67	214.74	6.8	1.76	2.47	1.04	1.12	22.65	-4.74	-0.73	2.7	10.63	-0.45	-0.12
